Staff_ID,Hospital_ID,Department_ID,Job_Role,Staff_Type,Years_Experience,Shift,Employment_Type,Performance_Rating,Status
S01616,H004,D0077,Nurse,Clinical,2,Morning,Full-Time,3.1,Active
S01617,H004,D0077,Technician,Clinical Support,6,Night,Part-Time,3.9,Active
S01618,H004,D0077,Pharmacist,Clinical Support,2,Evening,Part-Time,5.0,Active
S01619,H004,D0077,Administrator,Non-Clinical,16,Evening,Part-Time,3.2,Active
S01620,H004,D0077,Procurement Officer,Non-Clinical,5,Morning,Part-Time,3.2,Active
S01621,H004,D0077,Maintenance Engineer,Non-Clinical,10,Morning,Full-Time,4.5,Active
S01622,H004,D0077,Maintenance Engineer,Non-Clinical,9,Night,Full-Time,4.2,Active
S01623,H004,D0077,Doctor,Clinical,17,Night,Full-Time,3.8,Active
S01624,H004,D0077,Doctor,Clinical,8,Evening,Full-Time,4.8,Active
S01625,H004,D0077,Doctor,Clinical,10,Night,Full-Time,3.8,Active
S01626,H004,D0077,Administrator,Non-Clinical,4,Evening,Full-Time,3.1,Active
S01627,H004,D0077,Pharmacist,Clinical Support,16,Evening,Part-Time,4.2,Active
S01628,H004,D0077,Doctor,Clinical,11,Morning,Part-Time,3.6,Active
S01629,H004,D0077,Procurement Officer,Non-Clinical,19,Morning,Full-Time,4.7,Active
S01630,H004,D0077,Maintenance Engineer,Non-Clinical,10,Evening,Full-Time,4.5,Active
S01631,H004,D0077,Administrator,Non-Clinical,20,Evening,Full-Time,3.8,Active
S01632,H004,D0077,Nurse,Clinical,8,Evening,Full-Time,3.0,Active
S01633,H004,D0077,Nurse,Clinical,6,Evening,Part-Time,3.6,Active
S01634,H004,D0077,Maintenance Engineer,Non-Clinical,5,Morning,Part-Time,4.0,Active
S01635,H004,D0078,Procurement Officer,Non-Clinical,10,Night,Full-Time,3.7,Active
S01636,H004,D0078,Doctor,Clinical,12,Night,Full-Time,4.0,Active
S01637,H004,D0078,Pharmacist,Clinical Support,16,Evening,Part-Time,3.2,Active
S01638,H004,D0078,Pharmacist,Clinical Support,12,Night,Full-Time,3.9,Active
S01639,H004,D0078,Pharmacist,Clinical Support,3,Morning,Part-Time,4.9,Active
S01640,H004,D0078,Procurement Officer,Non-Clinical,8,Night,Full-Time,4.9,Active
S01641,H004,D0078,Administrator,Non-Clinical,17,Morning,Part-Time,3.9,Active
S01642,H004,D0078,Doctor,Clinical,16,Evening,Full-Time,5.0,Active
S01643,H004,D0078,Procurement Officer,Non-Clinical,10,Morning,Part-Time,3.6,Active
S01644,H004,D0078,Doctor,Clinical,18,Morning,Full-Time,4.0,Active
S01645,H004,D0078,Administrator,Non-Clinical,14,Evening,Full-Time,3.9,Active
S01646,H004,D0078,Procurement Officer,Non-Clinical,19,Evening,Part-Time,3.5,Active
S01647,H004,D0078,Doctor,Clinical,17,Morning,Full-Time,4.5,Active
S01648,H004,D0078,Pharmacist,Clinical Support,6,Morning,Part-Time,3.1,Active
S01649,H004,D0078,Pharmacist,Clinical Support,10,Evening,Part-Time,4.5,Active
S01650,H004,D0078,Pharmacist,Clinical Support,20,Evening,Part-Time,4.9,Active
S01651,H004,D0078,Maintenance Engineer,Non-Clinical,6,Morning,Full-Time,3.2,Active
S01652,H004,D0078,Administrator,Non-Clinical,9,Night,Full-Time,3.9,Active
S01653,H004,D0078,Doctor,Clinical,1,Evening,Full-Time,3.0,Active
S01654,H004,D0078,Procurement Officer,Non-Clinical,16,Evening,Part-Time,4.7,Active
S01655,H004,D0078,Procurement Officer,Non-Clinical,20,Night,Part-Time,3.6,Active
S01656,H004,D0078,Maintenance Engineer,Non-Clinical,20,Evening,Part-Time,4.6,Active
S01657,H004,D0078,Doctor,Clinical,5,Morning,Full-Time,3.4,Active
S01658,H004,D0078,Maintenance Engineer,Non-Clinical,1,Night,Full-Time,4.7,Active
S01659,H004,D0078,Nurse,Clinical,16,Night,Full-Time,4.3,Active
S01660,H004,D0079,Maintenance Engineer,Non-Clinical,18,Morning,Full-Time,3.6,Active
S01661,H004,D0079,Pharmacist,Clinical Support,5,Evening,Part-Time,3.0,Active
S01662,H004,D0079,Nurse,Clinical,5,Night,Part-Time,4.9,Active
S01663,H004,D0079,Pharmacist,Clinical Support,1,Evening,Full-Time,3.4,Active
S01664,H004,D0079,Administrator,Non-Clinical,13,Morning,Part-Time,3.0,Active
S01665,H004,D0079,Procurement Officer,Non-Clinical,14,Evening,Part-Time,4.5,Active
S01666,H004,D0079,Administrator,Non-Clinical,18,Evening,Full-Time,4.0,Active
S01667,H004,D0079,Pharmacist,Clinical Support,17,Night,Part-Time,3.5,Active
S01668,H004,D0079,Doctor,Clinical,17,Morning,Part-Time,4.2,Active
S01669,H004,D0079,Administrator,Non-Clinical,3,Evening,Part-Time,4.8,Active
S01670,H004,D0079,Doctor,Clinical,16,Night,Part-Time,3.9,Active
S01671,H004,D0079,Pharmacist,Clinical Support,1,Morning,Part-Time,4.5,Active
S01672,H004,D0079,Pharmacist,Clinical Support,12,Evening,Full-Time,4.0,Active
S01673,H004,D0079,Administrator,Non-Clinical,11,Night,Part-Time,3.3,Active
S01674,H004,D0079,Technician,Clinical Support,13,Evening,Part-Time,4.6,Active
S01675,H004,D0079,Maintenance Engineer,Non-Clinical,6,Night,Full-Time,3.6,Active
S01676,H004,D0079,Procurement Officer,Non-Clinical,3,Night,Part-Time,3.3,Active
S01677,H004,D0079,Nurse,Clinical,6,Night,Part-Time,3.2,Active
S01678,H004,D0079,Pharmacist,Clinical Support,16,Evening,Full-Time,3.4,Active
S01679,H004,D0079,Doctor,Clinical,1,Evening,Part-Time,3.7,Active
S01680,H004,D0079,Nurse,Clinical,6,Night,Full-Time,4.6,Active
S01681,H004,D0079,Technician,Clinical Support,14,Morning,Full-Time,3.2,Active
S01682,H004,D0079,Nurse,Clinical,16,Evening,Part-Time,4.6,Active
S01683,H004,D0079,Maintenance Engineer,Non-Clinical,2,Night,Part-Time,4.8,Active
S01684,H004,D0079,Maintenance Engineer,Non-Clinical,17,Night,Full-Time,4.4,Active
S01685,H004,D0080,Maintenance Engineer,Non-Clinical,15,Morning,Full-Time,4.6,Active
S01686,H004,D0080,Administrator,Non-Clinical,4,Night,Full-Time,4.0,Active
S01687,H004,D0080,Nurse,Clinical,4,Morning,Part-Time,3.3,Active
S01688,H004,D0080,Technician,Clinical Support,15,Night,Part-Time,4.5,Active
S01689,H004,D0080,Doctor,Clinical,5,Night,Part-Time,3.7,Active
S01690,H004,D0080,Nurse,Clinical,4,Morning,Part-Time,4.9,Active
S01691,H004,D0080,Maintenance Engineer,Non-Clinical,1,Morning,Part-Time,3.7,Active
S01692,H004,D0080,Administrator,Non-Clinical,6,Morning,Part-Time,3.7,Active
S01693,H004,D0080,Maintenance Engineer,Non-Clinical,14,Evening,Full-Time,3.3,Active
S01694,H004,D0080,Maintenance Engineer,Non-Clinical,17,Evening,Full-Time,3.3,Active
S01695,H004,D0080,Pharmacist,Clinical Support,14,Evening,Part-Time,4.9,Active
S01696,H004,D0080,Administrator,Non-Clinical,12,Morning,Part-Time,3.3,Active
S01697,H004,D0080,Doctor,Clinical,17,Morning,Full-Time,3.7,Active
S01698,H004,D0080,Pharmacist,Clinical Support,6,Evening,Full-Time,3.8,Active
S01699,H004,D0080,Doctor,Clinical,5,Night,Full-Time,5.0,Active
S01700,H004,D0080,Procurement Officer,Non-Clinical,17,Evening,Part-Time,3.8,Active
S01701,H004,D0080,Procurement Officer,Non-Clinical,18,Evening,Part-Time,4.8,Active
S01702,H004,D0080,Doctor,Clinical,9,Night,Full-Time,4.4,Active
S01703,H004,D0080,Pharmacist,Clinical Support,7,Night,Part-Time,4.4,Active
S01704,H004,D0080,Maintenance Engineer,Non-Clinical,13,Morning,Part-Time,3.2,Active
S01705,H004,D0080,Administrator,Non-Clinical,11,Evening,Full-Time,4.0,Active
S01706,H004,D0080,Administrator,Non-Clinical,10,Morning,Full-Time,4.0,Active
S01707,H004,D0080,Technician,Clinical Support,17,Evening,Full-Time,3.0,Active
S01708,H004,D0080,Maintenance Engineer,Non-Clinical,18,Night,Part-Time,3.5,Active
S01709,H004,D0080,Maintenance Engineer,Non-Clinical,10,Night,Part-Time,5.0,Active
S01710,H004,D0080,Doctor,Clinical,2,Evening,Part-Time,4.3,Active
S01711,H005,D0081,Doctor,Clinical,2,Night,Full-Time,3.9,Active
S01712,H005,D0081,Administrator,Non-Clinical,1,Evening,Part-Time,5.0,Active
S01713,H005,D0081,Maintenance Engineer,Non-Clinical,19,Night,Full-Time,3.7,Active
S01714,H005,D0081,Technician,Clinical Support,19,Night,Full-Time,4.4,Active
S01715,H005,D0081,Administrator,Non-Clinical,8,Morning,Part-Time,4.0,Active
S01716,H005,D0081,Nurse,Clinical,12,Evening,Full-Time,3.3,Active
S01717,H005,D0081,Pharmacist,Clinical Support,14,Morning,Full-Time,3.1,Active
S01718,H005,D0081,Nurse,Clinical,16,Morning,Part-Time,3.2,Active
S01719,H005,D0081,Procurement Officer,Non-Clinical,17,Evening,Part-Time,4.7,Active
S01720,H005,D0081,Administrator,Non-Clinical,16,Night,Part-Time,5.0,Active
S01721,H005,D0081,Procurement Officer,Non-Clinical,16,Night,Part-Time,4.6,Active
S01722,H005,D0081,Nurse,Clinical,17,Morning,Part-Time,4.4,Active
S01723,H005,D0081,Nurse,Clinical,17,Night,Full-Time,4.4,Active
S01724,H005,D0081,Pharmacist,Clinical Support,16,Morning,Full-Time,4.9,Active
S01725,H005,D0081,Technician,Clinical Support,4,Night,Part-Time,3.2,Active
S01726,H005,D0081,Technician,Clinical Support,19,Evening,Full-Time,4.0,Active
S01727,H005,D0081,Doctor,Clinical,12,Evening,Part-Time,3.6,Active
S01728,H005,D0081,Pharmacist,Clinical Support,1,Morning,Full-Time,4.6,Active
S01729,H005,D0081,Pharmacist,Clinical Support,2,Evening,Part-Time,3.4,Active
S01730,H005,D0081,Maintenance Engineer,Non-Clinical,16,Morning,Full-Time,4.1,Active
S01731,H005,D0081,Doctor,Clinical,2,Evening,Part-Time,4.1,Active
S01732,H005,D0081,Administrator,Non-Clinical,15,Evening,Part-Time,4.0,Active
S01733,H005,D0081,Procurement Officer,Non-Clinical,20,Morning,Full-Time,4.0,Active
S01734,H005,D0082,Maintenance Engineer,Non-Clinical,15,Night,Part-Time,3.3,Active
S01735,H005,D0082,Procurement Officer,Non-Clinical,11,Morning,Part-Time,3.8,Active
S01736,H005,D0082,Pharmacist,Clinical Support,11,Night,Full-Time,4.9,Active
S01737,H005,D0082,Pharmacist,Clinical Support,9,Night,Full-Time,4.7,Active
S01738,H005,D0082,Procurement Officer,Non-Clinical,1,Night,Part-Time,4.1,Active
S01739,H005,D0082,Doctor,Clinical,18,Morning,Full-Time,4.9,Active
S01740,H005,D0082,Administrator,Non-Clinical,19,Morning,Full-Time,4.5,Active
S01741,H005,D0082,Administrator,Non-Clinical,1,Morning,Full-Time,4.9,Active
S01742,H005,D0082,Technician,Clinical Support,7,Morning,Part-Time,3.2,Active
S01743,H005,D0082,Administrator,Non-Clinical,20,Evening,Part-Time,4.2,Active
S01744,H005,D0082,Pharmacist,Clinical Support,1,Evening,Part-Time,3.4,Active
S01745,H005,D0082,Doctor,Clinical,17,Evening,Part-Time,3.5,Active
S01746,H005,D0082,Doctor,Clinical,4,Night,Full-Time,3.6,Active
S01747,H005,D0082,Nurse,Clinical,9,Morning,Full-Time,3.6,Active
S01748,H005,D0082,Pharmacist,Clinical Support,6,Morning,Part-Time,3.4,Active
S01749,H005,D0082,Procurement Officer,Non-Clinical,2,Evening,Part-Time,3.2,Active
S01750,H005,D0082,Nurse,Clinical,14,Evening,Part-Time,3.8,Active
S01751,H005,D0082,Maintenance Engineer,Non-Clinical,4,Morning,Full-Time,3.5,Active
S01752,H005,D0082,Administrator,Non-Clinical,19,Morning,Part-Time,4.0,Active
S01753,H005,D0082,Administrator,Non-Clinical,13,Morning,Part-Time,3.1,Active
S01754,H005,D0082,Pharmacist,Clinical Support,18,Evening,Full-Time,4.0,Active
S01755,H005,D0082,Pharmacist,Clinical Support,8,Morning,Part-Time,4.1,Active
S01756,H005,D0082,Administrator,Non-Clinical,4,Morning,Full-Time,3.6,Active
S01757,H005,D0082,Pharmacist,Clinical Support,15,Morning,Full-Time,4.6,Active
S01758,H005,D0082,Nurse,Clinical,12,Night,Full-Time,4.6,Active
S01759,H005,D0082,Administrator,Non-Clinical,14,Night,Part-Time,3.1,Active
S01760,H005,D0083,Maintenance Engineer,Non-Clinical,20,Evening,Full-Time,3.0,Active
S01761,H005,D0083,Pharmacist,Clinical Support,9,Night,Part-Time,4.7,Active
S01762,H005,D0083,Pharmacist,Clinical Support,12,Night,Full-Time,4.2,Active
S01763,H005,D0083,Administrator,Non-Clinical,10,Morning,Full-Time,4.5,Active
S01764,H005,D0083,Administrator,Non-Clinical,3,Evening,Full-Time,3.8,Active
S01765,H005,D0083,Doctor,Clinical,5,Night,Part-Time,4.8,Active
S01766,H005,D0083,Nurse,Clinical,20,Night,Part-Time,4.8,Active
S01767,H005,D0083,Technician,Clinical Support,9,Night,Part-Time,3.5,Active
S01768,H005,D0083,Procurement Officer,Non-Clinical,11,Evening,Full-Time,3.9,Active
S01769,H005,D0083,Administrator,Non-Clinical,11,Morning,Full-Time,4.3,Active
S01770,H005,D0083,Doctor,Clinical,20,Evening,Full-Time,4.8,Active
S01771,H005,D0083,Procurement Officer,Non-Clinical,6,Evening,Part-Time,4.5,Active
S01772,H005,D0083,Administrator,Non-Clinical,3,Night,Full-Time,4.1,Active
S01773,H005,D0083,Maintenance Engineer,Non-Clinical,15,Night,Full-Time,3.7,Active
S01774,H005,D0083,Maintenance Engineer,Non-Clinical,13,Night,Part-Time,3.8,Active
S01775,H005,D0083,Maintenance Engineer,Non-Clinical,1,Morning,Part-Time,3.7,Active
S01776,H005,D0083,Nurse,Clinical,15,Morning,Full-Time,4.5,Active
S01777,H005,D0083,Maintenance Engineer,Non-Clinical,9,Night,Part-Time,3.4,Active
S01778,H005,D0083,Maintenance Engineer,Non-Clinical,20,Night,Part-Time,4.6,Active
S01779,H005,D0083,Nurse,Clinical,8,Evening,Part-Time,3.1,Active
S01780,H005,D0083,Pharmacist,Clinical Support,20,Morning,Full-Time,3.4,Active
S01781,H005,D0083,Maintenance Engineer,Non-Clinical,13,Morning,Part-Time,4.1,Active
S01782,H005,D0083,Pharmacist,Clinical Support,6,Night,Full-Time,4.3,Active
S01783,H005,D0083,Administrator,Non-Clinical,20,Night,Full-Time,3.1,Active
S01784,H005,D0083,Nurse,Clinical,3,Morning,Part-Time,4.9,Active
S01785,H005,D0083,Maintenance Engineer,Non-Clinical,8,Night,Part-Time,3.4,Active
S01786,H005,D0084,Procurement Officer,Non-Clinical,18,Night,Part-Time,4.4,Active
S01787,H005,D0084,Pharmacist,Clinical Support,1,Evening,Full-Time,4.7,Active
S01788,H005,D0084,Technician,Clinical Support,14,Evening,Part-Time,3.2,Active
S01789,H005,D0084,Administrator,Non-Clinical,15,Evening,Part-Time,4.0,Active
S01790,H005,D0084,Doctor,Clinical,8,Morning,Part-Time,4.8,Active
S01791,H005,D0084,Administrator,Non-Clinical,15,Evening,Full-Time,3.8,Active
S01792,H005,D0084,Technician,Clinical Support,3,Night,Full-Time,5.0,Active
S01793,H005,D0084,Nurse,Clinical,14,Morning,Full-Time,3.4,Active
S01794,H005,D0084,Technician,Clinical Support,10,Morning,Full-Time,3.1,Active
S01795,H005,D0084,Pharmacist,Clinical Support,1,Night,Part-Time,4.7,Active
S01796,H005,D0084,Nurse,Clinical,4,Evening,Full-Time,4.9,Active
S01797,H005,D0084,Maintenance Engineer,Non-Clinical,2,Evening,Full-Time,4.9,Active
S01798,H005,D0085,Maintenance Engineer,Non-Clinical,4,Night,Part-Time,4.2,Active
S01799,H005,D0085,Doctor,Clinical,2,Morning,Part-Time,3.6,Active
S01800,H005,D0085,Maintenance Engineer,Non-Clinical,3,Morning,Full-Time,4.8,Active
S01801,H005,D0085,Pharmacist,Clinical Support,2,Evening,Part-Time,3.1,Active
S01802,H005,D0085,Procurement Officer,Non-Clinical,2,Night,Full-Time,3.6,Active
S01803,H005,D0085,Pharmacist,Clinical Support,13,Morning,Part-Time,3.5,Active
S01804,H005,D0085,Administrator,Non-Clinical,20,Morning,Part-Time,3.8,Active
S01805,H005,D0085,Maintenance Engineer,Non-Clinical,14,Night,Full-Time,3.7,Active
S01806,H005,D0085,Procurement Officer,Non-Clinical,1,Evening,Part-Time,4.2,Active
S01807,H005,D0085,Doctor,Clinical,4,Morning,Full-Time,4.2,Active
S01808,H005,D0085,Maintenance Engineer,Non-Clinical,7,Night,Full-Time,4.3,Active
S01809,H005,D0085,Technician,Clinical Support,12,Evening,Part-Time,4.4,Active
S01810,H005,D0085,Pharmacist,Clinical Support,6,Morning,Full-Time,4.6,Active
S01811,H005,D0085,Doctor,Clinical,5,Evening,Part-Time,4.0,Active
S01812,H005,D0085,Procurement Officer,Non-Clinical,12,Evening,Full-Time,3.3,Active
S01813,H005,D0085,Technician,Clinical Support,20,Evening,Part-Time,3.7,Active
S01814,H005,D0085,Doctor,Clinical,17,Night,Full-Time,3.1,Active
S01815,H005,D0085,Administrator,Non-Clinical,18,Morning,Part-Time,3.7,Active
S01816,H005,D0085,Nurse,Clinical,7,Morning,Part-Time,3.4,Active
S01817,H005,D0085,Pharmacist,Clinical Support,15,Night,Part-Time,4.7,Active
S01818,H005,D0085,Administrator,Non-Clinical,11,Night,Part-Time,3.8,Active
S01819,H005,D0085,Nurse,Clinical,4,Evening,Full-Time,4.0,Active
S01820,H005,D0085,Doctor,Clinical,8,Night,Full-Time,3.9,Active
S01821,H005,D0085,Nurse,Clinical,8,Evening,Part-Time,4.6,Active
S01822,H005,D0085,Pharmacist,Clinical Support,7,Evening,Full-Time,4.7,Active
S01823,H005,D0085,Doctor,Clinical,12,Morning,Full-Time,3.7,Active
S01824,H005,D0086,Doctor,Clinical,5,Evening,Part-Time,3.4,Active
S01825,H005,D0086,Administrator,Non-Clinical,12,Morning,Full-Time,3.4,Active
S01826,H005,D0086,Technician,Clinical Support,6,Morning,Part-Time,4.4,Active
S01827,H005,D0086,Technician,Clinical Support,18,Morning,Full-Time,3.4,Active
S01828,H005,D0086,Nurse,Clinical,9,Morning,Full-Time,4.7,Active
S01829,H005,D0086,Nurse,Clinical,13,Night,Full-Time,3.7,Active
S01830,H005,D0086,Nurse,Clinical,10,Evening,Full-Time,3.7,Active
S01831,H005,D0086,Technician,Clinical Support,6,Night,Part-Time,4.8,Active
S01832,H005,D0086,Doctor,Clinical,4,Morning,Full-Time,4.6,Active
S01833,H005,D0086,Nurse,Clinical,18,Evening,Part-Time,3.6,Active
S01834,H005,D0086,Pharmacist,Clinical Support,8,Morning,Full-Time,4.7,Active
S01835,H005,D0086,Technician,Clinical Support,5,Evening,Full-Time,3.1,Active
S01836,H005,D0086,Maintenance Engineer,Non-Clinical,9,Morning,Part-Time,3.4,Active
S01837,H005,D0086,Doctor,Clinical,16,Night,Full-Time,3.3,Active
S01838,H005,D0086,Pharmacist,Clinical Support,17,Evening,Part-Time,4.0,Active
S01839,H005,D0086,Nurse,Clinical,11,Night,Part-Time,4.1,Active
S01840,H005,D0086,Pharmacist,Clinical Support,16,Evening,Part-Time,4.2,Active
S01841,H005,D0086,Procurement Officer,Non-Clinical,19,Night,Full-Time,3.4,Active
S01842,H005,D0086,Nurse,Clinical,15,Morning,Part-Time,3.4,Active
S01843,H005,D0086,Pharmacist,Clinical Support,13,Night,Full-Time,4.9,Active
S01844,H005,D0086,Technician,Clinical Support,9,Night,Full-Time,3.3,Active
S01845,H005,D0086,Doctor,Clinical,10,Evening,Part-Time,3.5,Active
S01846,H005,D0086,Doctor,Clinical,15,Night,Part-Time,3.9,Active
S01847,H005,D0086,Pharmacist,Clinical Support,14,Evening,Part-Time,4.6,Active
S01848,H005,D0086,Technician,Clinical Support,9,Evening,Full-Time,3.4,Active
S01849,H005,D0086,Nurse,Clinical,9,Night,Full-Time,3.7,Active
S01850,H005,D0086,Doctor,Clinical,10,Night,Full-Time,4.6,Active
S01851,H005,D0086,Nurse,Clinical,4,Morning,Full-Time,3.7,Active
S01852,H005,D0086,Administrator,Non-Clinical,7,Evening,Full-Time,4.4,Active
S01853,H005,D0087,Technician,Clinical Support,9,Morning,Full-Time,5.0,Active
S01854,H005,D0087,Maintenance Engineer,Non-Clinical,18,Evening,Full-Time,4.5,Active
S01855,H005,D0087,Technician,Clinical Support,12,Evening,Part-Time,4.6,Active
S01856,H005,D0087,Maintenance Engineer,Non-Clinical,1,Evening,Full-Time,4.7,Active
S01857,H005,D0087,Nurse,Clinical,8,Night,Full-Time,3.9,Active
S01858,H005,D0087,Administrator,Non-Clinical,19,Night,Part-Time,4.4,Active
S01859,H005,D0087,Pharmacist,Clinical Support,11,Morning,Part-Time,4.7,Active
S01860,H005,D0087,Pharmacist,Clinical Support,14,Morning,Part-Time,3.9,Active
S01861,H005,D0087,Administrator,Non-Clinical,1,Evening,Full-Time,4.2,Active
S01862,H005,D0087,Nurse,Clinical,10,Night,Full-Time,4.0,Active
S01863,H005,D0087,Procurement Officer,Non-Clinical,12,Evening,Full-Time,3.8,Active
S01864,H005,D0087,Procurement Officer,Non-Clinical,13,Night,Part-Time,3.7,Active
S01865,H005,D0087,Doctor,Clinical,19,Morning,Full-Time,3.3,Active
S01866,H005,D0087,Technician,Clinical Support,19,Night,Part-Time,5.0,Active
S01867,H005,D0087,Nurse,Clinical,13,Morning,Part-Time,3.4,Active
S01868,H005,D0087,Doctor,Clinical,11,Night,Part-Time,4.3,Active
S01869,H005,D0087,Technician,Clinical Support,3,Morning,Full-Time,4.3,Active
S01870,H005,D0087,Nurse,Clinical,2,Night,Part-Time,3.1,Active
S01871,H005,D0087,Nurse,Clinical,3,Evening,Part-Time,3.4,Active
S01872,H005,D0087,Technician,Clinical Support,17,Morning,Part-Time,3.1,Active
S01873,H005,D0088,Doctor,Clinical,6,Evening,Part-Time,3.8,Active
S01874,H005,D0088,Doctor,Clinical,5,Night,Part-Time,4.0,Active
S01875,H005,D0088,Doctor,Clinical,13,Morning,Full-Time,4.7,Active
S01876,H005,D0088,Technician,Clinical Support,14,Night,Part-Time,3.3,Active
S01877,H005,D0088,Administrator,Non-Clinical,10,Night,Full-Time,4.0,Active
S01878,H005,D0088,Procurement Officer,Non-Clinical,15,Evening,Full-Time,3.0,Active
S01879,H005,D0088,Nurse,Clinical,15,Morning,Part-Time,4.2,Active
S01880,H005,D0088,Nurse,Clinical,17,Evening,Part-Time,3.9,Active
S01881,H005,D0088,Administrator,Non-Clinical,2,Night,Full-Time,3.6,Active
S01882,H005,D0088,Pharmacist,Clinical Support,12,Night,Part-Time,3.8,Active
S01883,H005,D0088,Maintenance Engineer,Non-Clinical,6,Evening,Full-Time,3.4,Active
S01884,H005,D0088,Administrator,Non-Clinical,14,Evening,Part-Time,4.8,Active
S01885,H005,D0088,Nurse,Clinical,19,Morning,Part-Time,4.4,Active
S01886,H005,D0088,Doctor,Clinical,8,Morning,Part-Time,4.8,Active
S01887,H005,D0088,Administrator,Non-Clinical,10,Night,Full-Time,4.4,Active
S01888,H005,D0088,Procurement Officer,Non-Clinical,7,Evening,Part-Time,5.0,Active
S01889,H005,D0088,Administrator,Non-Clinical,4,Evening,Full-Time,4.5,Active
S01890,H005,D0088,Administrator,Non-Clinical,11,Evening,Part-Time,3.3,Active
S01891,H005,D0088,Nurse,Clinical,17,Morning,Part-Time,3.1,Active
S01892,H005,D0088,Procurement Officer,Non-Clinical,15,Evening,Part-Time,4.5,Active
S01893,H005,D0088,Maintenance Engineer,Non-Clinical,7,Evening,Full-Time,3.0,Active
S01894,H005,D0088,Doctor,Clinical,5,Evening,Part-Time,4.0,Active
S01895,H005,D0088,Doctor,Clinical,3,Night,Full-Time,4.4,Active
S01896,H005,D0088,Pharmacist,Clinical Support,5,Evening,Part-Time,4.7,Active
S01897,H005,D0088,Nurse,Clinical,1,Night,Full-Time,3.4,Active
S01898,H005,D0088,Doctor,Clinical,18,Night,Part-Time,3.3,Active
S01899,H005,D0088,Procurement Officer,Non-Clinical,1,Night,Part-Time,3.3,Active
S01900,H005,D0088,Technician,Clinical Support,6,Morning,Full-Time,4.8,Active
S01901,H005,D0089,Nurse,Clinical,15,Night,Full-Time,4.7,Active
S01902,H005,D0089,Maintenance Engineer,Non-Clinical,17,Night,Full-Time,3.8,Active
S01903,H005,D0089,Technician,Clinical Support,15,Morning,Full-Time,3.1,Active
S01904,H005,D0089,Pharmacist,Clinical Support,7,Morning,Part-Time,4.8,Active
S01905,H005,D0089,Nurse,Clinical,3,Morning,Part-Time,3.1,Active
S01906,H005,D0089,Doctor,Clinical,11,Morning,Full-Time,3.4,Active
S01907,H005,D0089,Doctor,Clinical,6,Night,Full-Time,3.1,Active
S01908,H005,D0089,Administrator,Non-Clinical,4,Evening,Part-Time,4.1,Active
S01909,H005,D0089,Nurse,Clinical,20,Morning,Part-Time,4.9,Active
S01910,H005,D0089,Doctor,Clinical,8,Morning,Full-Time,3.7,Active
S01911,H005,D0089,Nurse,Clinical,1,Evening,Part-Time,3.0,Active
S01912,H005,D0089,Nurse,Clinical,15,Morning,Full-Time,4.3,Active
S01913,H005,D0089,Technician,Clinical Support,20,Evening,Full-Time,3.1,Active
S01914,H005,D0089,Nurse,Clinical,14,Evening,Part-Time,5.0,Active
S01915,H005,D0089,Doctor,Clinical,18,Night,Full-Time,3.5,Active
S01916,H005,D0089,Doctor,Clinical,20,Evening,Part-Time,4.4,Active
S01917,H005,D0089,Maintenance Engineer,Non-Clinical,5,Evening,Full-Time,4.3,Active
S01918,H005,D0089,Procurement Officer,Non-Clinical,11,Night,Part-Time,3.1,Active
S01919,H005,D0089,Doctor,Clinical,20,Night,Part-Time,3.8,Active
S01920,H005,D0089,Procurement Officer,Non-Clinical,8,Night,Full-Time,3.5,Active
S01921,H005,D0089,Administrator,Non-Clinical,4,Evening,Full-Time,4.5,Active
S01922,H005,D0089,Maintenance Engineer,Non-Clinical,8,Night,Full-Time,3.1,Active
S01923,H005,D0089,Technician,Clinical Support,16,Evening,Full-Time,3.3,Active
S01924,H005,D0089,Nurse,Clinical,2,Morning,Part-Time,4.5,Active
S01925,H005,D0089,Technician,Clinical Support,5,Evening,Part-Time,4.3,Active
S01926,H005,D0089,Maintenance Engineer,Non-Clinical,2,Night,Part-Time,4.3,Active
S01927,H005,D0089,Technician,Clinical Support,1,Morning,Part-Time,3.7,Active
S01928,H005,D0089,Nurse,Clinical,18,Morning,Full-Time,4.6,Active
S01929,H005,D0089,Procurement Officer,Non-Clinical,8,Night,Part-Time,4.0,Active
S01930,H005,D0090,Pharmacist,Clinical Support,1,Morning,Part-Time,3.1,Active
S01931,H005,D0090,Nurse,Clinical,2,Night,Full-Time,4.9,Active
S01932,H005,D0090,Nurse,Clinical,3,Morning,Full-Time,3.5,Active
S01933,H005,D0090,Doctor,Clinical,14,Night,Part-Time,3.6,Active
S01934,H005,D0090,Procurement Officer,Non-Clinical,7,Morning,Part-Time,3.4,Active
S01935,H005,D0090,Nurse,Clinical,10,Evening,Part-Time,4.9,Active
S01936,H005,D0090,Nurse,Clinical,9,Evening,Full-Time,4.9,Active
S01937,H005,D0090,Technician,Clinical Support,13,Evening,Full-Time,3.9,Active
S01938,H005,D0090,Pharmacist,Clinical Support,17,Night,Part-Time,4.5,Active
S01939,H005,D0090,Maintenance Engineer,Non-Clinical,16,Morning,Part-Time,3.9,Active
S01940,H005,D0090,Doctor,Clinical,10,Night,Full-Time,4.1,Active
S01941,H005,D0090,Nurse,Clinical,9,Evening,Part-Time,3.6,Active
S01942,H005,D0090,Technician,Clinical Support,13,Night,Part-Time,3.1,Active
