PO_Line_ID,PO_ID,Product_ID,Quantity,Unit_Cost,Line_Total
POL0001767,PO000323,P0091,1,174233.87,174233.87
POL0001768,PO000323,P0474,1,932593.41,932593.41
POL0001769,PO000323,P0263,47,245.47,11537.09
POL0001770,PO000323,P0339,1,88303.97,88303.97
POL0001771,PO000323,P0484,30,107.94,3238.2
POL0001772,PO000323,P0092,1,1691613.39,1691613.39
POL0001773,PO000324,P0043,34,46.41,1577.94
POL0001774,PO000324,P0356,43,121.36,5218.48
POL0001775,PO000324,P0244,14,40.79,571.06
POL0001776,PO000324,P0024,28,35.64,997.92
POL0001777,PO000324,P0397,124,15.1,1872.4
POL0001778,PO000324,P0034,48,17.69,849.12
POL0001779,PO000324,P0021,59,12.96,764.64
POL0001780,PO000324,P0295,77,11.6,893.2
POL0001781,PO000325,P0350,38,12.42,471.96
POL0001782,PO000325,P0215,36,16.53,595.08
POL0001783,PO000325,P0125,5,84.42,422.1
POL0001784,PO000325,P0412,18,5.79,104.22
POL0001785,PO000325,P0250,34,42.06,1430.04
POL0001786,PO000325,P0244,5,40.79,203.95
POL0001787,PO000325,P0463,78,31.32,2442.96
POL0001788,PO000326,P0438,83,514.36,42691.88
POL0001789,PO000326,P0223,64,1447.59,92645.76
POL0001790,PO000326,P0308,26,572.92,14895.92
POL0001791,PO000327,P0460,1,526935.5,526935.5
POL0001792,PO000327,P0313,74,248.13,18361.62
POL0001793,PO000327,P0169,1,150880.99,150880.99
POL0001794,PO000327,P0076,1,1005324.05,1005324.05
POL0001795,PO000327,P0278,1,16182712.54,16182712.54
POL0001796,PO000327,P0348,1,99737.08,99737.08
POL0001797,PO000328,P0414,16,10.79,172.64
POL0001798,PO000328,P0472,20,96.78,1935.6
POL0001799,PO000328,P0350,25,11.71,292.75
POL0001800,PO000328,P0210,1,13.93,13.93
POL0001801,PO000329,P0345,21,15.99,335.79
POL0001802,PO000329,P0388,5,28.25,141.25
POL0001803,PO000329,P0154,33,52.13,1720.29
POL0001804,PO000329,P0484,84,121.88,10237.92
POL0001805,PO000329,P0024,117,33.42,3910.14
POL0001806,PO000330,P0470,20,34.1,682.0
POL0001807,PO000330,P0421,19,48.09,913.71
POL0001808,PO000330,P0302,30,28.25,847.5
POL0001809,PO000330,P0392,27,6.65,179.55
POL0001810,PO000331,P0426,36,810.56,29180.16
POL0001811,PO000331,P0048,24,429.36,10304.64
POL0001812,PO000331,P0429,70,443.57,31049.9
POL0001813,PO000331,P0066,4,385.3,1541.2
POL0001814,PO000331,P0329,64,1497.86,95863.04
POL0001815,PO000332,P0342,31,95.7,2966.7
POL0001816,PO000332,P0493,38,8.1,307.8
POL0001817,PO000332,P0023,22,79.18,1741.96
POL0001818,PO000332,P0461,1,40.78,40.78
POL0001819,PO000332,P0302,50,28.25,1412.5
POL0001820,PO000333,P0095,1,149209.8,149209.8
POL0001821,PO000333,P0333,1,978686.75,978686.75
POL0001822,PO000333,P0030,1,322872.07,322872.07
POL0001823,PO000333,P0173,1,180804.17,180804.17
POL0001824,PO000333,P0127,1,17054650.07,17054650.07
POL0001825,PO000333,P0293,1,14457426.38,14457426.38
POL0001826,PO000334,P0024,135,33.42,4511.7
POL0001827,PO000334,P0378,145,26.52,3845.4
POL0001828,PO000334,P0120,39,25.08,978.12
POL0001829,PO000335,P0410,18,591.57,10648.26
POL0001830,PO000335,P0266,1,286.1,286.1
POL0001831,PO000335,P0064,84,532.78,44753.52
POL0001832,PO000335,P0413,46,347.0,15962.0
POL0001833,PO000335,P0106,1,145.08,145.08
POL0001834,PO000335,P0399,56,434.36,24324.16
POL0001835,PO000335,P0113,28,247.3,6924.4
POL0001836,PO000336,P0117,42,17.83,748.86
POL0001837,PO000336,P0281,19,87.16,1656.04
POL0001838,PO000336,P0392,103,6.65,684.95
POL0001839,PO000336,P0477,30,57.88,1736.4
POL0001840,PO000337,P0386,76,384.7,29237.2
POL0001841,PO000337,P0349,4,394.27,1577.08
POL0001842,PO000337,P0413,15,347.0,5205.0
POL0001843,PO000337,P0266,1,286.1,286.1
POL0001844,PO000338,P0052,37,237.49,8787.13
POL0001845,PO000338,P0387,93,483.25,44942.25
POL0001846,PO000338,P0049,43,348.3,14976.9
POL0001847,PO000338,P0413,42,347.0,14574.0
POL0001848,PO000338,P0319,22,68.47,1506.34
POL0001849,PO000338,P0156,48,237.13,11382.24
POL0001850,PO000338,P0180,30,172.49,5174.7
POL0001851,PO000339,P0299,25,734.05,18351.25
POL0001852,PO000339,P0323,104,257.07,26735.28
POL0001853,PO000339,P0324,77,415.52,31995.04
POL0001854,PO000339,P0137,65,1133.92,73704.8
POL0001855,PO000339,P0401,31,1345.51,41710.81
POL0001856,PO000339,P0205,60,274.88,16492.8
POL0001857,PO000340,P0431,1,11328123.52,11328123.52
POL0001858,PO000340,P0459,1,14328251.03,14328251.03
POL0001859,PO000340,P0439,1,193455.04,193455.04
POL0001860,PO000341,P0485,1,129224.23,129224.23
POL0001861,PO000341,P0417,1,194955.41,194955.41
POL0001862,PO000341,P0173,1,180804.17,180804.17
POL0001863,PO000342,P0043,31,46.41,1438.71
POL0001864,PO000342,P0144,104,102.28,10637.12
POL0001865,PO000342,P0385,60,13.54,812.4
POL0001866,PO000342,P0464,122,13.51,1648.22
POL0001867,PO000343,P0419,27,1373.67,37089.09
POL0001868,PO000343,P0478,64,46.67,2986.88
POL0001869,PO000343,P0157,91,714.97,65062.27
POL0001870,PO000343,P0294,34,528.06,17954.04
POL0001871,PO000343,P0036,1,1120.94,1120.94
POL0001872,PO000344,P0083,1,133388.26,133388.26
POL0001873,PO000344,P0101,1,304929.55,304929.55
POL0001874,PO000344,P0194,1,150926.49,150926.49
POL0001875,PO000344,P0007,1,115484.88,115484.88
POL0001876,PO000344,P0482,136,184.7,25119.2
POL0001877,PO000344,P0420,1,223077.95,223077.95
POL0001878,PO000344,P0044,1,188078.27,188078.27
POL0001879,PO000344,P0417,1,194955.41,194955.41
POL0001880,PO000345,P0268,1,97384.35,97384.35
POL0001881,PO000345,P0405,1,17140121.62,17140121.62
POL0001882,PO000345,P0293,1,12874400.23,12874400.23
POL0001883,PO000345,P0474,1,932593.41,932593.41
POL0001884,PO000345,P0420,1,221435.23,221435.23
POL0001885,PO000345,P0077,1,131377.13,131377.13
POL0001886,PO000345,P0276,1,122752.86,122752.86
POL0001887,PO000345,P0434,20,68.9,1378.0
POL0001888,PO000346,P0172,1,213225.91,213225.91
POL0001889,PO000346,P0051,1,997169.4,997169.4
POL0001890,PO000346,P0473,1,125876.42,125876.42
POL0001891,PO000346,P0335,1,1405336.51,1405336.51
POL0001892,PO000346,P0341,1,18375992.32,18375992.32
POL0001893,PO000346,P0279,1,8024840.53,8024840.53
POL0001894,PO000346,P0468,1,4759251.48,4759251.48
POL0001895,PO000346,P0296,1,6347204.12,6347204.12
POL0001896,PO000347,P0388,18,28.25,508.5
POL0001897,PO000347,P0378,34,26.52,901.68
POL0001898,PO000347,P0202,62,68.38,4239.56
POL0001899,PO000347,P0024,53,33.42,1771.26
POL0001900,PO000348,P0400,15,100.44,1506.6
POL0001901,PO000348,P0086,29,266.01,7714.29
POL0001902,PO000348,P0478,61,41.59,2536.99
POL0001903,PO000349,P0287,46,11.88,546.48
POL0001904,PO000349,P0295,80,11.6,928.0
POL0001905,PO000349,P0397,59,15.1,890.9
POL0001906,PO000349,P0043,8,46.41,371.28
POL0001907,PO000349,P0103,31,38.63,1197.53
POL0001908,PO000349,P0331,44,10.82,476.08
POL0001909,PO000349,P0034,64,17.69,1132.16
POL0001910,PO000350,P0431,1,11328123.52,11328123.52
POL0001911,PO000350,P0293,1,14457426.38,14457426.38
POL0001912,PO000350,P0011,1,1359053.82,1359053.82
POL0001913,PO000350,P0269,1,155584.21,155584.21
POL0001914,PO000350,P0430,1,17702160.29,17702160.29
POL0001915,PO000351,P0131,1,490954.24,490954.24
POL0001916,PO000351,P0301,1,10487021.42,10487021.42
POL0001917,PO000351,P0220,1,7853699.02,7853699.02
POL0001918,PO000351,P0109,1,243174.48,243174.48
POL0001919,PO000351,P0028,1,798430.22,798430.22
POL0001920,PO000351,P0347,1,336529.58,336529.58
POL0001921,PO000351,P0007,1,112597.95,112597.95
POL0001922,PO000351,P0013,1,274511.39,274511.39
POL0001923,PO000352,P0448,15,460.68,6910.2
POL0001924,PO000352,P0327,35,17.15,600.25
POL0001925,PO000352,P0413,37,347.0,12839.0
POL0001926,PO000352,P0500,79,207.94,16427.26
POL0001927,PO000352,P0050,9,251.12,2260.08
POL0001928,PO000353,P0064,42,532.78,22376.76
POL0001929,PO000353,P0349,9,394.27,3548.43
POL0001930,PO000353,P0182,20,149.31,2986.2
POL0001931,PO000353,P0448,8,460.68,3685.44
POL0001932,PO000353,P0457,21,437.44,9186.24
POL0001933,PO000353,P0454,14,518.59,7260.26
POL0001934,PO000354,P0270,36,518.33,18659.88
POL0001935,PO000354,P0327,39,17.15,668.85
POL0001936,PO000354,P0454,25,518.59,12964.75
POL0001937,PO000355,P0111,28,7.21,201.88
POL0001938,PO000355,P0385,33,13.54,446.82
POL0001939,PO000355,P0350,17,12.42,211.14
POL0001940,PO000355,P0041,39,106.03,4135.17
POL0001941,PO000356,P0019,1,148863.96,148863.96
POL0001942,PO000356,P0310,1,299619.57,299619.57
POL0001943,PO000356,P0120,62,26.83,1663.46
POL0001944,PO000356,P0365,1,13257784.06,13257784.06
POL0001945,PO000356,P0222,1,269000.7,269000.7
POL0001946,PO000357,P0012,1,7153902.14,7153902.14
POL0001947,PO000357,P0353,1,168109.33,168109.33
POL0001948,PO000357,P0207,1,187860.23,187860.23
POL0001949,PO000357,P0243,1,253184.52,253184.52
POL0001950,PO000357,P0028,1,798430.22,798430.22
POL0001951,PO000357,P0251,1,305081.47,305081.47
POL0001952,PO000358,P0020,9,371.51,3343.59
POL0001953,PO000358,P0319,28,68.47,1917.16
POL0001954,PO000358,P0351,19,128.03,2432.57
POL0001955,PO000358,P0266,1,286.1,286.1
POL0001956,PO000358,P0336,71,56.41,4005.11
POL0001957,PO000358,P0454,20,518.59,10371.8
POL0001958,PO000358,P0352,23,264.47,6082.81
POL0001959,PO000358,P0270,119,518.33,61681.27
POL0001960,PO000359,P0004,1,206391.17,206391.17
POL0001961,PO000359,P0305,1,1214467.32,1214467.32
POL0001962,PO000359,P0018,1,152039.28,152039.28
POL0001963,PO000359,P0234,1,244883.64,244883.64
POL0001964,PO000359,P0403,1,150638.74,150638.74
POL0001965,PO000360,P0259,15,221.66,3324.9
POL0001966,PO000360,P0381,50,216.39,10819.5
POL0001967,PO000360,P0320,1,50.65,50.65
POL0001968,PO000360,P0436,34,15.81,537.54
POL0001969,PO000360,P0441,38,49.17,1868.46
POL0001970,PO000361,P0212,28,430.82,12062.96
POL0001971,PO000361,P0330,48,299.59,14380.32
POL0001972,PO000361,P0274,100,605.99,60599.0
POL0001973,PO000361,P0323,54,231.25,12487.5
POL0001974,PO000361,P0426,73,810.56,59170.88
POL0001975,PO000361,P0003,27,722.7,19512.9
POL0001976,PO000361,P0112,9,642.2,5779.8
POL0001977,PO000362,P0154,64,52.13,3336.32
POL0001978,PO000362,P0378,112,26.52,2970.24
POL0001979,PO000362,P0326,38,55.97,2126.86
POL0001980,PO000363,P0345,49,15.99,783.51
POL0001981,PO000363,P0484,28,121.88,3412.64
POL0001982,PO000363,P0455,24,61.86,1484.64
POL0001983,PO000363,P0326,24,55.97,1343.28
POL0001984,PO000363,P0120,36,25.08,902.88
POL0001985,PO000364,P0101,1,321872.75,321872.75
POL0001986,PO000364,P0303,1,491270.84,491270.84
POL0001987,PO000364,P0245,1,82904.61,82904.61
POL0001988,PO000364,P0120,79,26.83,2119.57
POL0001989,PO000364,P0061,1,195323.7,195323.7
POL0001990,PO000365,P0024,45,33.42,1503.9
POL0001991,PO000365,P0378,97,26.52,2572.44
POL0001992,PO000365,P0364,67,150.42,10078.14
POL0001993,PO000366,P0457,25,437.44,10936.0
POL0001994,PO000366,P0349,6,394.27,2365.62
POL0001995,PO000366,P0351,12,128.03,1536.36
POL0001996,PO000366,P0052,43,237.49,10212.07
POL0001997,PO000366,P0336,30,56.41,1692.3
POL0001998,PO000366,P0413,21,347.0,7287.0
POL0001999,PO000367,P0370,1,133931.7,133931.7
POL0002000,PO000367,P0207,1,187860.23,187860.23
POL0002001,PO000367,P0078,1,697324.07,697324.07
POL0002002,PO000367,P0124,1,264915.01,264915.01
POL0002003,PO000367,P0079,1,1090663.02,1090663.02
POL0002004,PO000367,P0340,1,171341.58,171341.58
POL0002005,PO000368,P0259,18,221.66,3989.88
POL0002006,PO000368,P0441,31,49.17,1524.27
POL0002007,PO000368,P0436,25,15.81,395.25
POL0002008,PO000368,P0086,37,266.01,9842.37
POL0002009,PO000368,P0455,28,61.74,1728.72
POL0002010,PO000368,P0400,52,100.44,5222.88
POL0002011,PO000369,P0087,45,68.28,3072.6
POL0002012,PO000369,P0332,34,37.8,1285.2
POL0002013,PO000369,P0022,8,71.95,575.6
POL0002014,PO000369,P0184,3,81.59,244.77
POL0002015,PO000369,P0224,39,6.75,263.25
POL0002016,PO000370,P0004,1,192763.17,192763.17
POL0002017,PO000370,P0127,1,17054650.07,17054650.07
POL0002018,PO000370,P0301,1,10892109.79,10892109.79
POL0002019,PO000370,P0095,1,149209.8,149209.8
POL0002020,PO000371,P0161,56,56.79,3180.24
POL0002021,PO000371,P0289,72,93.68,6744.96
POL0002022,PO000371,P0312,113,50.16,5668.08
POL0002023,PO000372,P0198,1,144165.75,144165.75
POL0002024,PO000372,P0077,1,131377.13,131377.13
POL0002025,PO000372,P0293,1,12874400.23,12874400.23
POL0002026,PO000373,P0259,30,221.66,6649.8
POL0002027,PO000373,P0400,23,100.44,2310.12
POL0002028,PO000373,P0320,1,50.65,50.65
POL0002029,PO000373,P0154,28,50.37,1410.36
POL0002030,PO000373,P0086,20,266.01,5320.2
POL0002031,PO000373,P0381,33,216.39,7140.87
POL0002032,PO000373,P0441,47,49.17,2310.99
POL0002033,PO000374,P0200,42,18.5,777.0
POL0002034,PO000374,P0249,33,10.19,336.27
POL0002035,PO000374,P0006,60,53.82,3229.2
POL0002036,PO000374,P0350,20,11.71,234.2
POL0002037,PO000375,P0405,1,16849942.03,16849942.03
POL0002038,PO000375,P0173,1,180804.17,180804.17
POL0002039,PO000375,P0365,1,12090361.73,12090361.73
POL0002040,PO000376,P0086,32,266.01,8512.32
POL0002041,PO000376,P0154,20,50.37,1007.4
POL0002042,PO000376,P0441,66,49.17,3245.22
POL0002043,PO000376,P0320,1,50.65,50.65
POL0002044,PO000376,P0478,92,41.59,3826.28
POL0002045,PO000376,P0259,19,221.66,4211.54
POL0002046,PO000376,P0436,14,15.81,221.34
POL0002047,PO000377,P0084,75,200.65,15048.75
POL0002048,PO000377,P0352,79,264.47,20893.13
POL0002049,PO000377,P0359,88,263.06,23149.28
POL0002050,PO000378,P0136,23,60.99,1402.77
POL0002051,PO000378,P0176,29,105.73,3066.17
POL0002052,PO000378,P0464,42,13.51,567.42
POL0002053,PO000378,P0242,56,42.53,2381.68
POL0002054,PO000378,P0356,110,121.36,13349.6
POL0002055,PO000378,P0467,17,12.99,220.83
POL0002056,PO000379,P0361,1,203336.59,203336.59
POL0002057,PO000379,P0077,1,131377.13,131377.13
POL0002058,PO000379,P0320,115,51.11,5877.65
POL0002059,PO000379,P0013,1,263476.96,263476.96
POL0002060,PO000379,P0405,1,17140121.62,17140121.62
POL0002061,PO000379,P0101,1,321872.75,321872.75
POL0002062,PO000380,P0324,43,466.84,20074.12
POL0002063,PO000380,P0112,22,642.2,14128.4
POL0002064,PO000380,P0195,52,944.97,49138.44
POL0002065,PO000380,P0446,49,297.38,14571.62
POL0002066,PO000380,P0438,42,514.36,21603.12
POL0002067,PO000380,P0255,37,407.35,15071.95
POL0002068,PO000380,P0045,39,350.22,13658.58
POL0002069,PO000381,P0117,68,17.83,1212.44
POL0002070,PO000381,P0006,45,53.82,2421.9
POL0002071,PO000381,P0125,86,94.03,8086.58
POL0002072,PO000381,P0397,20,16.28,325.6
POL0002073,PO000381,P0229,54,84.68,4572.72
POL0002074,PO000381,P0228,24,61.44,1474.56
POL0002075,PO000381,P0087,40,68.28,2731.2
POL0002076,PO000382,P0092,1,1497217.83,1497217.83
POL0002077,PO000382,P0226,1,213860.72,213860.72
POL0002078,PO000382,P0090,1,987330.06,987330.06
POL0002079,PO000382,P0234,1,244883.64,244883.64
POL0002080,PO000382,P0251,1,286866.75,286866.75
POL0002081,PO000383,P0478,58,41.59,2412.22
POL0002082,PO000383,P0320,1,50.65,50.65
POL0002083,PO000383,P0441,69,49.17,3392.73
POL0002084,PO000383,P0381,15,216.39,3245.85
POL0002085,PO000383,P0259,27,221.66,5984.82
POL0002086,PO000384,P0478,57,41.59,2370.63
POL0002087,PO000384,P0086,17,266.01,4522.17
POL0002088,PO000384,P0400,53,100.44,5323.32
POL0002089,PO000384,P0436,28,15.81,442.68
POL0002090,PO000385,P0223,28,1447.59,40532.52
POL0002091,PO000385,P0325,20,291.99,5839.8
POL0002092,PO000385,P0047,39,67.58,2635.62
POL0002093,PO000385,P0241,101,458.92,46350.92
POL0002094,PO000385,P0429,35,443.57,15524.95
POL0002095,PO000385,P0058,49,460.87,22582.63
POL0002096,PO000385,P0411,53,366.93,19447.29
POL0002097,PO000386,P0364,64,150.42,9626.88
POL0002098,PO000386,P0154,68,52.13,3544.84
POL0002099,PO000386,P0120,10,25.08,250.8
POL0002100,PO000386,P0345,65,15.99,1039.35
POL0002101,PO000386,P0484,27,121.88,3290.76
POL0002102,PO000386,P0388,6,28.25,169.5
POL0002103,PO000386,P0086,15,265.9,3988.5
POL0002104,PO000387,P0216,54,426.43,23027.22
POL0002105,PO000387,P0020,10,371.51,3715.1
POL0002106,PO000387,P0182,23,149.31,3434.13
POL0002107,PO000387,P0270,79,518.33,40948.07
POL0002108,PO000387,P0452,51,305.58,15584.58
POL0002109,PO000387,P0266,1,286.1,286.1
POL0002110,PO000387,P0192,105,36.81,3865.05
POL0002111,PO000387,P0050,2,251.12,502.24
POL0002112,PO000388,P0318,1,7988733.18,7988733.18
POL0002113,PO000388,P0177,1,131979.25,131979.25
POL0002114,PO000388,P0317,58,250.36,14520.88
POL0002115,PO000388,P0127,1,16132217.29,16132217.29
POL0002116,PO000388,P0404,1,114276.63,114276.63
POL0002117,PO000388,P0485,1,134510.18,134510.18
POL0002118,PO000389,P0015,86,226.35,19466.1
POL0002119,PO000389,P0369,48,194.25,9324.0
POL0002120,PO000389,P0221,70,16.53,1157.1
POL0002121,PO000389,P0171,59,8.73,515.07
POL0002122,PO000389,P0414,79,11.08,875.32
POL0002123,PO000389,P0080,13,60.46,785.98
POL0002124,PO000389,P0332,25,37.7,942.5
POL0002125,PO000389,P0397,47,15.1,709.7
POL0002126,PO000390,P0099,1,17367895.69,17367895.69
POL0002127,PO000390,P0468,1,4558378.37,4558378.37
POL0002128,PO000390,P0078,1,697324.07,697324.07
POL0002129,PO000390,P0342,88,100.31,8827.28
POL0002130,PO000390,P0172,1,183970.29,183970.29
POL0002131,PO000390,P0011,1,1423503.45,1423503.45
POL0002132,PO000391,P0444,73,83.85,6121.05
POL0002133,PO000391,P0054,103,6.12,630.36
POL0002134,PO000391,P0021,43,12.96,557.28
POL0002135,PO000391,P0312,63,50.16,3160.08
POL0002136,PO000391,P0103,34,38.63,1313.42
POL0002137,PO000391,P0129,31,27.29,845.99
POL0002138,PO000392,P0469,8,21.02,168.16
POL0002139,PO000392,P0188,36,20.82,749.52
POL0002140,PO000392,P0297,7,13.41,93.87
POL0002141,PO000392,P0424,86,51.61,4438.46
POL0002142,PO000392,P0337,89,10.26,913.14
POL0002143,PO000392,P0311,42,199.22,8367.24
POL0002144,PO000392,P0057,31,17.49,542.19
POL0002145,PO000392,P0407,26,14.25,370.5
POL0002146,PO000393,P0121,60,6.72,403.2
POL0002147,PO000393,P0394,42,10.89,457.38
POL0002148,PO000393,P0406,51,9.98,508.98
POL0002149,PO000393,P0192,5,41.51,207.55
POL0002150,PO000393,P0407,17,14.25,242.25
POL0002151,PO000393,P0465,3,7.62,22.86
POL0002152,PO000394,P0441,70,49.17,3441.9
POL0002153,PO000394,P0154,25,50.37,1259.25
POL0002154,PO000394,P0086,35,266.01,9310.35
POL0002155,PO000394,P0478,53,41.59,2204.27
POL0002156,PO000394,P0455,70,61.74,4321.8
POL0002157,PO000395,P0003,74,689.12,50994.88
POL0002158,PO000395,P0435,24,829.53,19908.72
POL0002159,PO000395,P0265,59,1105.86,65245.74
POL0002160,PO000395,P0429,59,444.14,26204.26
POL0002161,PO000396,P0303,1,491270.84,491270.84
POL0002162,PO000396,P0468,1,5093522.13,5093522.13
POL0002163,PO000396,P0120,86,26.83,2307.38
POL0002164,PO000396,P0175,1,1043618.1,1043618.1
POL0002165,PO000397,P0039,91,554.15,50427.65
POL0002166,PO000397,P0447,60,565.54,33932.4
POL0002167,PO000397,P0164,10,512.51,5125.1
POL0002168,PO000397,P0271,20,829.34,16586.8
POL0002169,PO000397,P0443,27,287.36,7758.72
POL0002170,PO000397,P0300,67,308.08,20641.36
POL0002171,PO000397,P0205,23,275.33,6332.59
POL0002172,PO000398,P0298,44,84.76,3729.44
POL0002173,PO000398,P0036,1,1120.94,1120.94
POL0002174,PO000398,P0170,49,885.32,43380.68
POL0002175,PO000398,P0107,32,635.72,20343.04
POL0002176,PO000398,P0183,22,598.99,13177.78
POL0002177,PO000398,P0133,36,492.74,17738.64
POL0002178,PO000399,P0430,1,16482320.05,16482320.05
POL0002179,PO000399,P0172,1,213225.91,213225.91
POL0002180,PO000399,P0305,1,1214467.32,1214467.32
POL0002181,PO000399,P0375,1,685993.55,685993.55
POL0002182,PO000399,P0122,1,110618.64,110618.64
POL0002183,PO000400,P0455,33,61.74,2037.42
POL0002184,PO000400,P0478,90,41.59,3743.1
POL0002185,PO000400,P0400,13,100.44,1305.72
POL0002186,PO000400,P0320,1,50.65,50.65
POL0002187,PO000400,P0259,17,221.66,3768.22
POL0002188,PO000400,P0381,37,216.39,8006.43
POL0002189,PO000400,P0154,10,50.37,503.7
POL0002190,PO000401,P0293,1,14457426.38,14457426.38
POL0002191,PO000401,P0301,1,10892109.79,10892109.79
POL0002192,PO000401,P0492,1,92716.74,92716.74
POL0002193,PO000401,P0127,1,17054650.07,17054650.07
POL0002194,PO000401,P0420,1,223077.95,223077.95
POL0002195,PO000402,P0099,1,17367895.69,17367895.69
POL0002196,PO000402,P0019,1,129009.25,129009.25
POL0002197,PO000402,P0169,1,150880.99,150880.99
POL0002198,PO000402,P0353,1,168109.33,168109.33
POL0002199,PO000402,P0361,1,211824.36,211824.36
POL0002200,PO000402,P0059,1,133775.18,133775.18
POL0002201,PO000403,P0426,33,709.42,23410.86
POL0002202,PO000403,P0435,24,829.53,19908.72
POL0002203,PO000403,P0311,90,191.03,17192.7
POL0002204,PO000404,P0302,90,28.25,2542.5
POL0002205,PO000404,P0470,15,34.1,511.5
POL0002206,PO000404,P0467,36,13.19,474.84
POL0002207,PO000404,P0383,32,25.83,826.56
POL0002208,PO000405,P0381,45,216.39,9737.55
POL0002209,PO000405,P0441,32,49.17,1573.44
POL0002210,PO000405,P0086,16,266.01,4256.16
POL0002211,PO000405,P0320,1,50.65,50.65
POL0002212,PO000405,P0478,38,41.59,1580.42
POL0002213,PO000405,P0400,19,100.44,1908.36
POL0002214,PO000405,P0259,36,221.66,7979.76
POL0002215,PO000406,P0086,48,265.9,12763.2
POL0002216,PO000406,P0202,71,68.38,4854.98
POL0002217,PO000406,P0378,126,26.52,3341.52
POL0002218,PO000406,P0120,17,25.08,426.36
POL0002219,PO000406,P0326,27,55.97,1511.19
POL0002220,PO000407,P0109,1,235252.2,235252.2
POL0002221,PO000407,P0079,1,1147387.79,1147387.79
POL0002222,PO000407,P0132,1,1262977.63,1262977.63
POL0002223,PO000407,P0341,1,18683374.02,18683374.02
POL0002224,PO000407,P0384,1,161638.46,161638.46
POL0002225,PO000407,P0018,1,142309.25,142309.25
POL0002226,PO000407,P0434,17,68.9,1171.3
POL0002227,PO000408,P0087,32,66.25,2120.0
POL0002228,PO000408,P0328,21,29.32,615.72
POL0002229,PO000408,P0153,17,14.95,254.15
POL0002230,PO000408,P0331,62,10.82,670.84
POL0002231,PO000408,P0467,64,12.99,831.36
POL0002232,PO000408,P0129,41,27.29,1118.89
POL0002233,PO000408,P0228,45,58.67,2640.15
POL0002234,PO000409,P0292,98,18.1,1773.8
POL0002235,PO000409,P0210,1,13.93,13.93
POL0002236,PO000409,P0117,72,17.83,1283.76
POL0002237,PO000409,P0351,40,115.93,4637.2
POL0002238,PO000409,P0390,23,52.04,1196.92
POL0002239,PO000409,P0139,68,8.45,574.6
POL0002240,PO000410,P0359,41,263.06,10785.46
POL0002241,PO000410,P0277,17,457.96,7785.32
POL0002242,PO000410,P0020,13,371.51,4829.63
POL0002243,PO000410,P0216,96,426.43,40937.28
POL0002244,PO000410,P0352,61,264.47,16132.67
POL0002245,PO000410,P0192,88,36.81,3239.28
